date,home_team,away_team,home_score,away_score,tournament,neutral,home_form,home_avg_scored,home_avg_conceded,away_form,away_avg_scored,away_avg_conceded,home_elo,away_elo,elo_diff,result
1991-07-11,Brazil,Uruguay,1.0,1.0,Copa América,True,-0.6867149393340564,1.0,1.6,-0.8716588181944585,1.0,1.0,1957,1848,109,D
1991-07-12,Argentina,Paraguay,4.0,1.0,Copa América,True,0.18707102890480315,1.4,1.2,-0.5792938620918162,1.4,1.6,1874,1743,131,W
1991-07-13,Brazil,Colombia,0.0,2.0,Copa América,True,0.0,1.2,1.2,-0.004963350103601855,1.2,1.2,1957,1765,192,L
1991-07-15,Brazil,Ecuador,3.0,1.0,Copa América,True,-0.20857887935374453,1.2,1.6,0.5136476482215582,1.0,1.0,1957,1634,323,W
1991-07-15,Colombia,Uruguay,0.0,1.0,Copa América,True,0.22630512972375114,1.4,1.0,1.274399226601009,1.0,0.6,1765,1848,-83,L
1991-07-17,Argentina,Brazil,3.0,2.0,Copa América,True,0.49603957285401845,2.2,1.4,-0.015480925323139133,1.6,1.6,1874,1957,-83,W
1991-07-19,Brazil,Colombia,2.0,0.0,Copa América,True,-0.12621090263444712,1.4,1.6,0.11711142744451039,1.4,1.2,1957,1765,192,W
1991-07-21,Argentina,Colombia,2.0,1.0,Copa América,True,0.611673812767695,2.2,1.2,-0.012644725263938061,1.0,1.0,1874,1765,109,W
1991-07-26,Egypt,Tunisia,2.0,2.0,African Cup of Nations qualification,False,-1.378984103784048,0.6,1.2,-0.6063559376566929,0.8,1.4,1642,1496,146,D
1991-07-27,Japan,South Korea,0.0,1.0,Friendly,False,-0.9210559692255438,0.0,1.4,0.2950829811593768,0.6,0.2,1369,1719,-350,L
1991-07-28,Ivory Coast,Morocco,2.0,0.0,African Cup of Nations qualification,False,0.1759625786729323,0.6,0.6,0.38643225806614423,1.6,1.0,1635,1603,32,W
1991-08-08,Norway,Sweden,1.0,2.0,Friendly,False,0.23959981750125608,1.6,1.2,-0.15303662819439023,2.4,1.6,1682,1824,-142,L
1991-09-04,Portugal,Austria,1.0,1.0,Friendly,False,0.9112474440208067,1.2,0.6,-0.5337964861421327,1.2,2.4,1807,1677,130,D
1991-09-04,Spain,Uruguay,2.0,1.0,Friendly,False,3.570421349526732,2.0,1.2,0.3629745200765022,1.0,0.6,1937,1848,89,W
1991-09-04,Turkey,United States,1.0,1.0,Friendly,False,0.13081972773064884,1.0,2.4,0.41243075860882067,1.4,0.6,1613,1583,30,D
1991-09-11,England,Germany,0.0,1.0,Friendly,False,0.8350836549310117,1.4,0.4,2.4578037013026504,2.0,0.4,1990,2082,-92,L
1991-09-11,Switzerland,Scotland,2.0,2.0,UEFA Euro qualification,False,-0.49485782282935137,1.6,1.8,-0.14370080299952037,1.2,1.2,1718,1775,-57,D
1991-10-09,Switzerland,Sweden,3.0,1.0,Friendly,False,-0.8912167811026994,1.4,2.0,1.0945368728466751,2.6,1.4,1718,1824,-106,W
1991-10-12,Spain,France,1.0,2.0,UEFA Euro qualification,False,1.7573804616824558,1.8,1.2,2.7938934083179756,2.6,1.0,1937,1928,9,L
1991-10-13,Algeria,Iran,1.0,0.0,Friendly,False,0.542186911317269,1.8,1.2,0.08869033935126644,0.8,0.6,1767,1624,143,W
1991-10-16,England,Turkey,1.0,0.0,UEFA Euro qualification,False,0.49373516030591763,1.2,0.6,1.0714927473656664,1.2,1.0,1990,1613,377,W
1991-10-16,Netherlands,Portugal,1.0,0.0,UEFA Euro qualification,False,-1.5351523695438063,0.8,1.4,0.3021734813073794,1.0,0.6,1948,1807,141,W
1991-10-31,Ghana,Senegal,2.0,3.0,Friendly,True,-0.5770485370449487,0.4,1.0,-0.8040627167835002,0.6,1.4,1519,1546,-27,L
1991-11-02,Ivory Coast,Senegal,1.0,0.0,Friendly,False,0.554831636581207,0.8,0.0,-0.6245548880365666,0.8,1.4,1635,1546,89,W
1991-11-20,Belgium,Germany,0.0,1.0,UEFA Euro qualification,False,1.7719159869858618,1.2,1.0,1.5856721830983251,2.0,0.4,1816,2082,-266,L
1991-11-20,Mexico,Uruguay,1.0,1.0,Friendly,False,-0.1422827029699197,1.2,1.0,0.32114056920328665,1.2,0.8,1886,1848,38,D
1991-11-27,Senegal,Cape Verde,0.0,0.0,Amílcar Cabral Cup,False,-0.8177710170696386,0.8,1.6,-0.7307942152541393,0.6,2.0,1546,1295,251,D
1991-11-27,Tunisia,Ivory Coast,5.0,3.0,Friendly,False,-0.20881522935867794,1.0,1.2,0.7375301903947419,1.0,0.0,1496,1635,-139,W
1991-12-02,Senegal,Cape Verde,1.0,0.0,Amílcar Cabral Cup,False,-0.4001405583522827,0.6,1.0,-0.3653971076270697,0.4,1.0,1546,1295,251,W
1991-12-16,Algeria,Senegal,3.0,1.0,Friendly,False,0.7341031153232074,1.6,0.8,-0.32362224425508745,0.8,1.0,1767,1546,221,W
1991-12-26,Morocco,Algeria,1.0,1.0,Friendly,False,0.19321612903307211,1.4,1.2,0.7341031153232073,1.6,0.8,1603,1767,-164,D
1992-01-05,DR Congo,Ivory Coast,2.0,0.0,Friendly,False,-0.7402482154514762,0.2,0.8,0.3753238078342733,1.6,1.0,1542,1683,-141,W
1992-01-07,Egypt,Norway,0.0,0.0,Friendly,False,-1.3770933037445805,0.8,1.4,0.030075538127777857,1.6,1.4,1680,1723,-43,D
1992-01-13,Algeria,Ivory Coast,0.0,3.0,African Cup of Nations,True,0.5588495866650752,1.4,0.8,0.010872100226937298,1.6,1.4,1740,1683,57,L
1992-01-14,Morocco,DR Congo,1.0,1.0,African Cup of Nations,True,0.0,1.2,1.2,-0.34247115714852777,0.6,0.8,1594,1542,52,D
1992-01-15,Portugal,Spain,0.0,0.0,Friendly,False,0.20054297918600822,0.8,0.6,0.5554815990947741,1.6,1.4,1795,1827,-32,D
1992-01-17,Egypt,Ghana,0.0,1.0,African Cup of Nations,True,-0.20243377922547556,0.8,1.2,-0.5696035118895459,0.8,1.2,1680,1532,148,L
1992-01-26,Australia,Sweden,0.0,0.0,Friendly,False,-0.25939413041443016,0.6,0.6,0.43618393410462963,2.4,1.8,1672,1829,-157,D
1992-01-26,Ghana,Ivory Coast,0.0,0.0,African Cup of Nations,True,-0.4703365098175089,1.0,1.2,-0.046088250962017185,1.8,1.4,1532,1683,-151,D
1992-01-29,Australia,Sweden,1.0,0.0,Friendly,False,-0.05696035118895457,0.6,0.4,0.9299190944105472,2.2,1.2,1672,1829,-157,W
1992-02-02,Australia,Sweden,1.0,0.0,Friendly,False,0.07019595146522623,0.6,0.4,-0.41349433363102095,1.0,1.4,1672,1829,-157,W
1992-02-12,Portugal,Netherlands,2.0,0.0,Friendly,False,0.08455421426493157,0.6,0.6,-1.2343379007647939,0.6,0.8,1795,1963,-168,W
1992-02-19,England,France,2.0,0.0,Friendly,False,0.5772257995486488,1.0,0.2,2.4373003383746763,2.2,0.8,1988,2009,-21,W
1992-02-26,Brazil,United States,3.0,0.0,Friendly,False,0.07947268915886299,1.6,1.4,0.3818234329699425,1.2,0.4,1957,1697,260,W
1992-02-26,Tunisia,Belgium,2.0,1.0,Friendly,False,0.39777705830294846,1.8,1.4,-0.323090456743987,0.8,1.2,1528,1819,-291,W
1992-03-11,Spain,United States,2.0,0.0,Friendly,False,-0.13832384038728496,1.0,1.4,-0.4942078603157845,0.8,1.0,1827,1697,130,W
1992-03-18,Morocco,United States,3.0,1.0,Friendly,False,0.0,1.4,1.4,-1.1438158488752936,0.6,1.4,1594,1697,-103,W
1992-03-25,France,Belgium,3.0,3.0,Friendly,False,1.9674365285670343,2.0,1.0,-2.6816271559746006,0.4,1.4,2009,1819,190,D
1992-04-22,Tunisia,Sweden,0.0,1.0,Friendly,False,0.6127373877898954,2.2,1.6,-0.6110829377553614,0.6,1.2,1528,1829,-301,L
1992-04-30,Uruguay,Brazil,1.0,0.0,Friendly,False,-0.11143902732610828,1.0,1.0,0.6811016267168876,2.0,1.2,1843,1957,-114,W
1992-05-17,England,Brazil,1.0,1.0,Friendly,False,0.8544643553355523,1.2,0.2,0.6722385015318844,2.0,1.0,1988,1957,31,D
1992-05-17,United States,Scotland,0.0,1.0,Friendly,False,-1.2859803768427467,0.8,1.8,-0.36781969517763724,1.4,1.6,1697,1755,-58,L
1992-05-20,Canada,Scotland,1.0,3.0,Friendly,False,-1.0632204971929968,0.6,2.2,0.22979129229651912,1.4,1.0,1542,1755,-213,L
1992-05-27,Netherlands,Austria,3.0,2.0,Friendly,False,-1.6585861596202855,0.4,1.0,-0.7136588398964664,0.8,2.2,1963,1616,347,W
1992-05-27,Switzerland,France,2.0,1.0,Friendly,False,-0.3504479698150307,1.8,1.8,0.1008623646053377,2.0,1.6,1775,2009,-234,W
1992-05-30,Germany,Turkey,1.0,0.0,Friendly,False,1.7212189109276426,2.0,0.2,1.4838053309720203,0.8,0.6,2089,1567,522,W
1992-05-30,Japan,Argentina,0.0,1.0,Kirin Cup,False,-0.9204060067119768,0.0,1.4,0.5242833984435623,2.4,1.4,1374,1985,-611,L
1992-06-03,Norway,Scotland,0.0,0.0,Friendly,False,-0.07114135148495992,1.0,1.0,-0.4864673976542149,1.6,1.0,1723,1755,-32,D
1992-06-03,United States,Portugal,1.0,0.0,USA Cup,False,-1.7097559356883716,0.4,2.0,0.3479662947632299,0.8,0.6,1697,1795,-98,W
1992-06-05,France,Netherlands,1.0,1.0,Friendly,False,-0.3557658449260327,1.8,1.8,-1.467615355634081,1.0,1.4,2009,1963,46,D
1992-06-10,Sweden,France,1.0,1.0,UEFA Euro,False,-0.63412706323637,0.4,1.0,-0.5716715744327132,1.4,1.8,1829,2009,-180,D
1992-06-12,Netherlands,Scotland,1.0,0.0,UEFA Euro,True,-0.23327745486928705,1.0,1.2,0.6698750014825501,1.6,0.8,1963,1755,208,W
1992-06-13,United States,Australia,0.0,1.0,Friendly,False,-1.6036938709744986,0.4,1.8,0.19735225411940704,0.4,0.2,1697,1672,25,L
1992-06-14,France,England,0.0,0.0,UEFA Euro,True,-0.6796244391860535,1.2,1.8,0.6764928016206859,1.2,0.4,2009,1988,21,D
1992-06-15,Scotland,Germany,0.0,2.0,UEFA Euro,True,0.44900592187226757,1.2,0.8,1.47411498076975,1.6,0.0,1755,2089,-334,L
1992-06-17,Sweden,England,2.0,1.0,UEFA Euro,False,-0.2146058044795468,0.4,0.6,0.320549694190953,0.8,0.4,1829,1988,-159,W
1992-06-18,Argentina,Australia,2.0,0.0,Friendly,False,0.6054696251381926,2.2,1.0,0.6328271382092362,0.6,0.0,1985,1672,313,W
1992-06-18,Netherlands,Germany,3.0,1.0,UEFA Euro,True,-0.02351682549087543,1.2,1.0,0.8424695925851811,1.2,0.0,1963,2089,-126,W
1992-06-21,Sweden,Germany,2.0,3.0,UEFA Euro,False,-0.09713985202763631,0.8,0.8,0.5030118979995544,1.2,0.6,1829,2089,-260,L
1992-06-21,Uruguay,Australia,2.0,0.0,Friendly,False,0.11982945250124472,1.0,0.8,0.16367237841639437,0.6,0.4,1843,1672,171,W
1992-07-04,Uruguay,Ecuador,3.0,1.0,Friendly,False,0.5150066607499255,1.2,0.6,0.2726297306907016,1.2,1.6,1843,1665,178,W
1992-07-05,Australia,Croatia,1.0,0.0,Friendly,False,-0.2719206806759016,0.6,0.8,-2.4778934517219913,0.8,2.8,1672,1892,-220,W
1992-07-08,Australia,Croatia,3.0,1.0,Friendly,False,-0.2644756555204988,0.6,0.8,-1.6880117352344965,0.6,2.0,1672,1892,-220,W
1992-07-12,Australia,Croatia,0.0,0.0,Friendly,False,-0.033443525698079235,1.0,1.0,-1.5894537831772597,0.8,2.2,1672,1892,-220,D
1992-07-26,Ivory Coast,Egypt,2.0,0.0,Friendly,False,-0.23445920489395417,1.4,1.4,-0.29295583111497603,0.4,1.0,1683,1680,3,W
1992-07-28,Ivory Coast,Egypt,2.0,2.0,Friendly,False,-0.0200897504193408,1.6,1.4,-0.6907328894179245,0.4,1.4,1683,1680,3,D
1992-07-31,Brazil,Mexico,5.0,0.0,Friendly,True,0.4754771224248108,1.6,1.0,-0.18057140376913414,1.4,1.2,1957,1831,126,W
1992-07-31,United States,Colombia,0.0,1.0,Friendly,False,-1.10747703561678,0.4,1.4,-0.1278062651677477,0.8,1.0,1697,1768,-71,L
1992-08-02,Mexico,Colombia,0.0,0.0,Friendly,True,-1.610252583611401,0.8,2.2,-0.025643975535276253,0.8,1.0,1831,1768,63,D
1992-08-02,United States,Brazil,0.0,1.0,Friendly,False,-0.8845989809645636,0.4,1.2,1.6746579599557583,2.2,0.4,1697,1957,-260,L
1992-08-22,Japan,South Korea,0.0,0.0,Dynasty Cup,True,-0.8064262168328342,0.0,1.4,0.2641802180143319,0.6,0.2,1374,1713,-339,D
1992-08-26,France,Brazil,0.0,2.0,Friendly,False,-0.2097606293784116,1.2,1.4,1.666267534780622,2.0,0.4,2009,1957,52,L
1992-08-26,Norway,Sweden,2.0,2.0,Friendly,False,0.1450007280266541,0.8,0.6,-0.022985037979775275,1.2,1.2,1723,1829,-106,D
1992-08-28,Jordan,Iraq,2.0,0.0,Jordan International Tournament,False,-3.830879054963363,0.2,1.8,2.1640206451704076,1.6,0.4,1308,1648,-340,W
1992-08-29,Japan,South Korea,2.0,2.0,Dynasty Cup,True,-0.6039924376073589,0.0,1.0,0.3609064575333347,0.6,0.0,1374,1713,-339,D
1992-09-02,Austria,Portugal,1.0,1.0,Friendly,False,-1.9483512656686606,0.8,2.6,0.2476948051702258,0.6,0.6,1616,1795,-179,D
1992-09-03,Canada,United States,0.0,2.0,Friendly,False,-1.0480940968772579,0.8,2.4,-0.7391255529280425,0.2,0.8,1542,1697,-155,L
1992-09-08,Egypt,Jordan,1.0,1.0,Arab Cup,True,-0.4882991101924489,0.8,1.4,-3.1160384650422297,0.6,1.6,1680,1308,372,D
1992-09-09,Spain,England,1.0,0.0,Friendly,False,0.2627621179847314,1.2,1.2,0.45934623458810486,1.0,0.6,1827,1988,-161,W
1992-09-09,Switzerland,Scotland,3.0,1.0,FIFA World Cup qualification,False,0.8744359307524264,2.2,1.2,0.20213834171930878,0.8,0.8,1775,1755,20,W
1992-09-17,Egypt,Saudi Arabia,3.0,2.0,Arab Cup,True,-0.4882991101924489,0.6,1.2,-0.9555039824445901,0.8,0.6,1680,1587,93,W
1992-09-23,Norway,Netherlands,2.0,1.0,FIFA World Cup qualification,False,-0.21614207951161402,0.6,0.8,0.11728868994821046,1.6,1.2,1723,1963,-240,W
1992-09-23,Uruguay,Argentina,0.0,0.0,Copa Lipton,False,0.8040627167835002,1.6,0.8,1.0006468333868734,2.4,0.8,1843,1985,-142,D
1992-10-09,United States,Canada,0.0,0.0,Friendly,False,-0.1672767159916292,0.6,0.6,-1.5573692700075479,0.4,2.6,1697,1542,155,D
1992-10-14,England,Norway,1.0,1.0,FIFA World Cup qualification,False,0.1508503906487563,0.8,0.8,0.47979051001484563,1.0,1.0,1988,1723,265,D
1992-10-14,France,Austria,2.0,0.0,FIFA World Cup qualification,False,-0.6722975890331175,0.6,1.2,-1.5288300069118375,0.8,2.2,2009,1616,393,W
1992-10-14,Germany,Mexico,1.0,1.0,Friendly,False,0.3761510328515404,1.6,1.0,-1.1746595245191052,0.8,1.8,2089,1831,258,D
1992-10-14,Scotland,Portugal,0.0,0.0,FIFA World Cup qualification,False,-1.256968413737169,0.8,1.4,0.2476948051702258,0.6,0.6,1755,1795,-40,D
1992-10-15,Saudi Arabia,United States,3.0,0.0,Confederations Cup,False,-1.1514972240356298,1.0,1.2,-0.273338780705502,0.4,0.6,1587,1697,-110,W
1992-10-16,Argentina,Ivory Coast,4.0,0.0,Confederations Cup,True,0.69646437703756,1.6,0.6,0.3410530571189273,1.4,0.8,1985,1683,302,W
1992-10-19,United States,Ivory Coast,5.0,2.0,Confederations Cup,True,-0.35706576995316663,0.4,1.0,0.2363500049334215,1.4,1.2,1697,1683,14,W
1992-10-20,Saudi Arabia,Argentina,1.0,3.0,Confederations Cup,False,-0.8506827552566175,1.6,1.2,0.978607195426832,1.8,0.2,1587,1985,-398,L
1992-10-22,Croatia,Mexico,3.0,0.0,Friendly,False,-0.6019834625654247,0.6,1.2,-1.3568853783227732,0.4,1.8,1892,1831,61,W
1992-10-31,Saudi Arabia,Qatar,1.0,1.0,AFC Asian Cup,True,-1.0852601351530384,1.6,1.6,-0.3970680082881482,0.8,1.2,1587,1467,120,D
1992-11-03,Japan,Iran,1.0,0.0,AFC Asian Cup,False,-0.4164487086926888,0.4,1.0,-0.023221387984708686,0.8,0.6,1374,1637,-263,W
1992-11-08,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,False,-0.22299622965468324,0.6,0.8,0.12934254019981495,1.8,1.4,1374,1587,-213,W
1992-11-08,Morocco,Egypt,0.0,0.0,African Cup of Nations qualification,False,0.20219742922054215,1.4,1.4,-0.39452724573511394,1.2,1.6,1594,1680,-86,D
1992-11-18,England,Turkey,4.0,0.0,FIFA World Cup qualification,False,-0.32397676926248764,0.6,1.0,-0.4817994850567798,0.2,0.8,1988,1567,421,W
1992-11-18,Germany,Austria,0.0,0.0,Friendly,False,0.26867086810806695,1.6,1.2,-2.953311486645569,0.8,2.6,2089,1616,473,D
1992-11-25,Brazil,Uruguay,1.0,2.0,Friendly,False,1.5394657571338413,1.8,0.4,1.0199684462901808,1.4,0.4,1957,1843,114,L
1992-12-10,Qatar,Saudi Arabia,0.0,1.0,Gulf Cup,False,-0.3970680082881482,0.6,1.0,-0.11421613988407595,1.4,1.6,1467,1587,-120,L
1992-12-16,Brazil,Germany,3.0,1.0,Friendly,False,1.5394657571338413,2.0,0.6,0.08349063924273117,1.4,1.2,1957,2089,-132,W
1992-12-16,Turkey,Netherlands,1.0,3.0,FIFA World Cup qualification,False,-3.3009823439026316,0.2,1.6,-0.06930963894672593,1.8,1.2,1567,1963,-396,L
1992-12-20,Ghana,Algeria,2.0,0.0,FIFA World Cup qualification,False,-0.08343155174149779,1.0,0.8,0.2605167929378639,1.0,1.0,1532,1740,-208,W
1992-12-20,Tunisia,Morocco,1.0,1.0,FIFA World Cup qualification,False,0.3965953082782814,2.2,1.8,0.20219742922054215,1.0,1.0,1528,1594,-66,D
1992-12-20,Uruguay,Germany,1.0,4.0,Friendly,False,1.2512369261175338,1.6,0.4,-0.5864434497410522,1.2,1.8,1843,2089,-246,L
1993-01-10,Senegal,Algeria,1.0,2.0,African Cup of Nations qualification,False,-0.30506876886781387,1.0,1.2,-0.899134506267969,1.0,1.4,1506,1612,-106,L
1993-01-23,Japan,Switzerland,1.0,1.0,Friendly,True,0.07072773897632638,0.8,0.6,2.0476182677406976,2.6,1.4,1527,1817,-290,D
1993-01-27,Spain,Mexico,1.0,1.0,Friendly,False,0.7351076028441743,1.2,0.6,-1.842348288456021,0.4,2.0,1831,1786,45,D
1993-02-10,Portugal,Norway,1.0,1.0,Friendly,False,0.36527893262460304,0.6,0.4,0.6973506895560603,1.0,0.8,1796,1757,39,D
1993-02-18,Argentina,Brazil,1.0,1.0,Friendly,False,1.0801786100469697,2.0,0.2,1.9552054158117296,2.4,0.6,2029,1996,33,D
1993-02-24,Netherlands,Turkey,3.0,1.0,FIFA World Cup qualification,False,0.8351427424322448,1.8,1.0,-4.504831094031014,0.4,2.0,1967,1575,392,W
1993-02-26,Algeria,Ghana,2.0,1.0,FIFA World Cup qualification,False,-1.001710408409074,1.2,1.6,1.2557275762112685,1.4,0.6,1612,1630,-18,W
1993-02-28,Morocco,Tunisia,0.0,0.0,FIFA World Cup qualification,False,0.3984861083177487,1.2,0.8,0.38465963302914363,2.0,1.6,1589,1536,53,D
1993-03-09,Canada,South Korea,0.0,2.0,Friendly,False,-1.231856225712993,0.4,2.0,0.3740238828071396,1.0,0.4,1528,1659,-131,L
1993-03-11,Canada,South Korea,2.0,0.0,Friendly,False,-1.4247178297386651,0.4,2.0,0.7351666903454077,1.4,0.4,1528,1659,-131,W
1993-03-12,Qatar,Jordan,1.0,2.0,Friendly,False,-0.48197674756047987,0.4,1.0,-2.542535178071282,0.8,1.6,1494,1385,109,L
1993-03-14,Japan,United States,3.0,1.0,Kirin Cup,False,0.19061627897880445,1.0,0.6,0.13164695274791574,1.4,1.2,1527,1686,-159,W
1993-03-17,Tunisia,Switzerland,0.0,1.0,Friendly,False,0.38465963302914363,1.6,1.2,1.9426788655502583,2.2,1.2,1536,1817,-281,L
1993-03-24,Scotland,Germany,0.0,1.0,Friendly,False,-1.6400917717342454,0.2,1.2,0.29679651869514406,1.8,1.4,1790,1993,-203,L
1993-03-27,Austria,France,0.0,1.0,FIFA World Cup qualification,False,-1.5775181079281222,0.8,1.4,0.6939236144845256,0.8,0.8,1644,1897,-253,L
1993-03-30,Qatar,Norway,1.0,6.0,Friendly,False,-0.6456491259768743,0.6,1.4,0.6973506895560603,1.2,1.0,1494,1757,-263,L
1993-03-31,Switzerland,Portugal,1.0,1.0,FIFA World Cup qualification,False,2.124195669339126,2.0,0.8,0.36527893262460304,0.8,0.6,1817,1796,21,D
1993-03-31,Turkey,England,0.0,2.0,FIFA World Cup qualification,False,-5.899532473143135,0.4,2.4,1.9048037772596773,1.2,0.8,1575,1946,-371,L
1993-04-14,Germany,Ghana,6.0,1.0,Friendly,False,0.39600443326594775,1.4,1.0,0.49030808523438285,1.2,1.0,1993,1630,363,W
1993-04-16,Algeria,Ivory Coast,1.0,1.0,FIFA World Cup qualification,False,-0.7797777537765911,1.0,1.6,-0.3912774331672794,1.2,2.2,1612,1641,-29,D
1993-04-18,Morocco,Senegal,1.0,0.0,FIFA World Cup qualification,False,0.3984861083177487,1.0,0.6,-0.5929430748767213,0.6,1.2,1589,1506,83,W
1993-04-18,Saudi Arabia,New Zealand,3.0,1.0,Friendly,True,0.057137613692654646,1.2,1.0,0.34117123212139366,0.6,1.2,1605,1537,68,W
1993-04-24,Saudi Arabia,New Zealand,1.0,0.0,Friendly,True,0.12154299003701202,1.2,1.2,-1.2754628016232092,0.4,1.8,1605,1537,68,W
1993-04-25,South Korea,Iraq,1.0,1.0,Friendly,False,0.18045322876666736,1.0,0.8,0.16367237841639443,0.8,0.8,1659,1655,4,D
1993-04-25,Mexico,Canada,4.0,0.0,FIFA World Cup qualification,False,-1.842348288456021,0.4,2.0,-0.8215526171485732,0.6,1.4,1786,1528,258,W
1993-04-28,England,Netherlands,2.0,2.0,FIFA World Cup qualification,False,3.021557550570094,1.6,0.8,1.9518965157426615,2.2,1.0,1946,1967,-21,D
1993-04-28,France,Sweden,2.0,1.0,FIFA World Cup qualification,False,1.2767627266503432,0.8,0.6,0.17873969123090006,1.6,1.4,1897,1901,-4,W
1993-04-28,South Korea,Iraq,2.0,2.0,Friendly,False,0.0,1.0,1.0,0.16367237841639443,0.6,0.6,1659,1655,4,D
1993-04-28,Norway,Turkey,3.0,1.0,FIFA World Cup qualification,False,1.5801179579823899,2.4,1.2,-7.16435952454434,0.4,2.6,1757,1575,182,W
1993-04-28,Portugal,Scotland,5.0,0.0,FIFA World Cup qualification,False,-0.09962152707943718,0.6,0.8,-1.8756145516504,0.2,1.4,1796,1790,6,W
1993-05-08,United States,Colombia,1.0,2.0,Friendly,False,0.1870710289048031,1.6,1.6,-0.2658937555500993,0.4,1.0,1686,1776,-90,L
1993-05-09,Canada,Mexico,1.0,2.0,FIFA World Cup qualification,False,-2.9312127611842933,0.4,1.6,1.5038950813913612,1.2,1.0,1528,1786,-258,L
1993-05-19,Sweden,Austria,1.0,0.0,FIFA World Cup qualification,False,-0.6753110515960188,1.6,1.8,-2.2500520469661733,0.6,1.4,1901,1644,257,W
1993-05-24,Jordan,Iraq,1.0,1.0,FIFA World Cup qualification,False,-2.365981724386016,1.0,1.6,0.16367237841639443,1.0,1.0,1385,1655,-270,D
1993-05-30,New Zealand,Australia,0.0,1.0,FIFA World Cup qualification,False,-1.362025990930075,0.4,1.8,-0.25407625530342814,0.8,1.0,1537,1745,-208,L
1993-06-02,Norway,England,2.0,0.0,FIFA World Cup qualification,False,2.6968717312928066,2.6,1.0,3.1338828904147027,1.8,0.8,1757,1946,-189,W
1993-06-06,Australia,New Zealand,3.0,0.0,FIFA World Cup qualification,False,0.7703828410804876,1.0,0.6,-1.8775644391911008,0.2,1.6,1745,1537,208,W
1993-06-06,United States,Brazil,0.0,2.0,USA Cup,False,-0.38395058301434337,1.4,2.0,0.8999026437840025,1.6,0.8,1686,1996,-310,L
1993-06-09,Netherlands,Norway,0.0,0.0,FIFA World Cup qualification,False,1.8461298885349553,2.4,1.4,3.379332370538061,2.6,0.8,1967,1757,210,D
1993-06-09,United States,England,2.0,0.0,USA Cup,False,-0.6198278879378981,1.4,2.4,2.1044604439271852,1.8,1.0,1686,1946,-260,W
1993-06-10,Brazil,Germany,3.0,3.0,USA Cup,True,0.8999026437840025,1.8,0.8,1.3591307033696407,2.4,1.0,1996,1993,3,D
1993-06-10,Mexico,Paraguay,3.0,1.0,Friendly,False,2.0456092926987632,1.6,1.2,-1.572495670323287,1.2,2.2,1786,1716,70,W
1993-06-13,Brazil,England,1.0,1.0,USA Cup,True,0.45154668442530177,2.0,1.4,1.905217389768311,1.6,1.2,1996,1946,50,D
1993-06-13,United States,Germany,3.0,4.0,USA Cup,False,-0.10535301469907271,1.8,1.8,1.3591307033696407,3.0,1.6,1686,1993,-307,L
1993-06-14,Iraq,Jordan,4.0,0.0,FIFA World Cup qualification,True,0.16367237841639443,1.2,1.2,-0.019026175397140438,1.2,1.0,1655,1385,270,W
1993-06-16,Colombia,Mexico,2.0,1.0,Copa América,True,0.04272026339171592,0.8,1.0,2.4511859011645147,2.0,1.2,1776,1786,-10,W
1993-06-16,Uruguay,United States,1.0,0.0,Copa América,True,0.33053548189938997,1.6,1.2,-0.5140021732289586,1.4,2.2,1851,1686,165,W
1993-06-19,Ecuador,United States,2.0,0.0,Copa América,False,0.4384292591514967,1.2,1.8,-0.442919909245232,1.2,1.8,1645,1686,-41,W
1993-06-19,England,Germany,1.0,2.0,USA Cup,True,-0.3282901568525227,1.0,1.4,1.9305068402961874,3.6,1.6,1946,1993,-47,L
1993-06-19,South Korea,Egypt,1.0,2.0,Korea Cup,False,0.0,1.4,1.4,-0.2930149186162094,1.2,1.4,1659,1638,21,L
1993-06-20,Argentina,Mexico,1.0,1.0,Copa América,True,0.9899519956636361,2.0,0.4,3.009208262812323,2.2,1.0,2029,1786,243,D
1993-06-22,Ecuador,Uruguay,2.0,1.0,Copa América,False,-0.5790575120868828,1.0,1.6,0.01772625037000665,1.4,1.2,1645,1851,-206,W
1993-06-23,Argentina,Colombia,1.0,1.0,Copa América,True,0.5775212370548155,1.8,0.6,0.3841278455180433,1.2,0.8,2029,1776,253,D
1993-06-24,Brazil,Paraguay,3.0,0.0,Copa América,True,0.6702886139911834,2.0,1.2,-2.5778104163075954,1.0,2.6,1996,1716,280,W
1993-06-26,Colombia,Uruguay,1.0,1.0,Copa América,True,0.5040163855205214,1.2,0.6,-0.46826844727434136,1.0,1.4,1776,1851,-75,D
1993-06-26,Ecuador,Paraguay,3.0,0.0,Copa América,False,-0.3647471451135028,1.4,1.6,-2.3019899605502925,0.8,2.8,1645,1716,-71,W
1993-06-27,Brazil,Argentina,1.0,1.0,Copa América,True,0.5034255105081878,2.0,1.0,0.5775212370548155,2.0,0.8,1996,2029,-33,D
1993-06-28,South Korea,Egypt,0.0,1.0,Korea Cup,False,-0.09678532702023612,1.2,1.4,0.19286160402567198,1.6,1.2,1659,1638,21,L
1993-06-30,Ecuador,Mexico,0.0,2.0,Copa América,False,-0.0605646887641893,1.8,1.4,3.009208262812323,2.2,1.0,1645,1786,-141,L
1993-07-01,Colombia,Argentina,0.0,0.0,Copa América,True,0.3047733313616471,1.2,0.8,0.18967087895907078,1.4,1.0,1776,2029,-253,D
